record_id,parent_department,organisation,unit,reporting_senior_post,grade,payscale_minimum,payscale_maximum,generic_job_title,fte_posts,professional/occupational_group,office_region
1459,Department for Education,Department for Education,Strategy and Qualifications,DFE-2341,Grade 7 - London,62336,72057,Manager - Strategy and Qualifications Grade 7-London,5.0,Other,London
1460,Department for Education,Department for Education,Families Group Central,DFE-2551,Grade 6 - London,74528,82869,Manager - Families Group Central Grade 6-London,1.0,Other,London
1461,Department for Education,Department for Education,Insight and Statistics,DFE-2400,SEO (Statistical Officer) - National,48999,53884,Senior Executive Officer - Insight and Statistics SEO-Yorkshire and The Humber,9.53,Other,Yorkshire and The Humber
1462,Department for Education,Standard and Testing Agency,Assessment Research and Development,DFE-2535,Grade 7 - London,62336,72057,Manager - Assessment Research and Development Grade 7-London,4.0,Other,London
1463,Department for Education,Department for Education,Cyber and Information Security (CISO),DFE-2485,Grade 6 - National,70854,78241,Manager - Cyber and Information Security (CISO) Grade 6-North East,1.0,Other,North East
1464,Department for Education,Department for Education,Skills Strategy and Delivery,DFE-2570,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Skills Strategy and Delivery SEO-North East,2.0,Other,North East
1465,Department for Education,Department for Education,Insight and Statistics,DFE-2400,Grade 6 - National,70854,78241,Manager - Insight and Statistics Grade 6-North East,2.0,Other,North East
1466,Department for Education,Department for Education,Assurance,DFE-2192,Grade 7 - London,62336,72057,Manager - Assurance Grade 7-London,1.0,Other,London
1467,Department for Education,Department for Education,"Estates, Security and People",DFE-2025,G7 (Accountant) - National,58437,67219,"Manager - Estates, Security and People Grade 7-North West",1.7,Other,North West
1468,Department for Education,Department for Education,Financial Reporting,DFE-2454,Grade 6 - National,70854,78241,Manager - Financial Reporting Grade 6-North East,1.0,Other,North East
1469,Department for Education,Department for Education,London & South East Place Based Team,DFE-2489,Senior Executive Officer - National,42806,47047,Senior Executive Officer - London & South East Place Based Team SEO-Unknown,0.6,Other,Unknown
1470,Department for Education,Department for Education,Operational Excellence,DFE-2292,EO - London,35438,35438,Executive Officer - Operational Excellence EO-London,2.0,Other,London
1471,Department for Education,Department for Education,Family Hubs and Early Years Interventions,DFE-2393,Grade 6 - London,74528,82869,Manager - Family Hubs and Early Years Interventions Grade 6-London,2.86,Other,London
1472,Department for Education,Standard and Testing Agency,"Standards, Testing and Regulation Directorate",DFE-2135,HEO - National,36000,38229,Higher Executive Officer - Assessment Operations and Services HEO-West Midlands,4.0,Other,West Midlands
1473,Department for Education,Skills England,Delivery and Reform,DFE-2693,HEO - National,36000,38229,Higher Executive Officer - Development and Innovation HEO-West Midlands,1.66,Other,West Midlands
1474,Department for Education,Department for Education,Inclusive Mainstream,DFE-2647,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Inclusive Mainstream SEO-West Midlands,2.0,Other,West Midlands
1475,Department for Education,Department for Education,Regions Group: National,DFE-2279,EA - National,27244,27244,Executive Assistant - Regions Group: National EA-North West,1.0,Other,North West
1476,Department for Education,Department for Education,Ministerial and Public Communications Division,DFE-2249,Grade 7 - National,58185,67219,Manager - Ministerial and Public Communications Division Grade 7-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
1477,Department for Education,Department for Education,Schools Digital,DFE-2504,Grade 7 - National,58185,67219,Manager - Schools Digital Grade 7-West Midlands,6.72,Other,West Midlands
1478,Department for Education,Department for Education,Infrastructure & Platforms,DFE-2281,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Infrastructure & Platforms SEO-North West,5.0,Other,North West
1479,Department for Education,Department for Education,Operational Excellence,DFE-2292,Grade 7 - National,58185,67219,Manager - Operational Excellence Grade 7-East Midlands,1.0,Other,East Midlands
1480,Department for Education,Department for Education,"Financial Business Partnering: Skills, OIG and Strategy",DFE-2652,Grade 6 - National,70854,78241,"Manager - Financial Business Partnering: Skills, OIG and Strategy Grade 6-Yorkshire and The Humber",1.0,Other,Yorkshire and The Humber
1481,Department for Education,Department for Education,Sector Reporting,DFE-2185,Grade 6 - National,70854,78241,Manager - Sector Reporting Grade 6-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
1482,Department for Education,Department for Education,Specialist Restructuring,DFE-2173,G7 (Accountant) - National,58437,67219,Manager - Specialist Restructuring Grade 7-North East,3.0,Other,North East
1483,Department for Education,Department for Education,Education Estates Data Collection and Analysis,DFE-2627,Grade 6 - National,70854,78241,Manager - Education Estates Data Collection and Analysis Grade 6-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
1484,Department for Education,Department for Education,Developing Teachers and Leaders,DFE-2670,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Developing Teachers and Leaders SEO-North West,4.0,Other,North West
1485,Department for Education,Department for Education,"Construction Programme Management, Planning and Assurance",DFE-2623,Grade 6 - National,70854,78241,"Manager - Construction Programme Management, Planning and Assurance Grade 6-Yorkshire and The Humber",1.0,Other,Yorkshire and The Humber
1486,Department for Education,Department for Education,"Construction Grants, Assurance and Response",DFE-2344,Grade 6 - National,70854,78241,Manager - Education Estates Strategy and Policy Unit Grade 6-Yorkshire and The Humber,0.4,Other,Yorkshire and The Humber
1487,Department for Education,Department for Education,Family Hubs and Early Years Interventions,DFE-2654,Grade 7 - National,58185,67219,Manager - Family Hubs and Early Years Interventions Grade 7-North East,1.0,Other,North East
1488,Department for Education,Department for Education,"Financial Business Partnering: Skills, OIG and Strategy",DFE-2652,HEO - London,40132,42699,Higher Executive Officer - Strategy and Operations Financial Management SEO-London,1.0,Other,London
1489,Department for Education,Department for Education,The Apprenticeships Service (DDAT)​,DFE-2486,Grade 7 - National,58185,67219,Manager - Digital Outcome Portfolio NCS Grade 7-North West,1.0,Other,North West
1490,Department for Education,Department for Education,"Construction Grants, Assurance and Response",DFE-2344,Grade 7 - National,58185,67219,"Manager - Construction Grants, Assurance and Response Grade 7-North West",2.0,Other,North West
1491,Department for Education,Department for Education,Education Estates Portfolio Oversight and Directorate Support,DFE-2648,EO - London,35438,35438,Executive Officer - Education Estates Portfolio Oversight and Directorate Support EO-London,2.0,Other,London
1492,Department for Education,Department for Education,Ministerial and Public Communications Division,DFE-2249,SEO (Information Officer) - National,48999,53884,Senior Executive Officer - Ministerial and Public Communications Division SEO-North West,1.78,Other,North West
1493,Department for Education,Department for Education,"Education Estates Design, Engineering, Cost and Building Technology",DFE-2208,Grade 6 - London,74528,82869,"Manager - Education Estates Design, Engineering, Cost and Building Technology Grade 6-London",2.0,Other,London
1494,Department for Education,Department for Education,"Education Estates Legal, Land and Planning",DFE-2207,Grade 6 - London,74528,82869,"Manager - Education Estates Legal, Land and Planning Grade 6-London",1.6,Other,London
1495,Department for Education,Department for Education,"Admissions, School Organisation, Transport",DFE-2346,Grade 7 - National,58185,67219,"Manager - Admissions, School Organisation, Transport Grade 7-North East",3.8,Other,North East
1496,Department for Education,Department for Education,Construction Delivery South East and London,DFE-2222,Senior Executive Officer - National,42806,47047,Senior Executive Officer - School Rebuilding SEO-North East,1.0,Other,North East
1497,Department for Education,Department for Education,CSC Strategy and Care System,DFE-2671,Senior Executive Officer - National,42806,47047,Senior Executive Officer - CSC Portfolio and Funding SEO-North West,1.0,Other,North West
1498,Department for Education,Standard and Testing Agency,"Standards, Testing and Regulation Directorate",DFE-2135,Grade 7 - National,58185,67219,Manager - Assessment Operations and Services Grade 7-North East,0.86,Other,North East
1499,Department for Education,Department for Education,"Early Years Quality, Recovery and Welfare",DFE-2240,Senior Executive Officer - National,42806,47047,"Senior Executive Officer - Early Years Quality, Recovery and Welfare SEO-North West",2.8,Other,North West
1500,Department for Education,Department for Education,Infrastructure & Platforms,DFE-2281,Grade 7 - National,58185,67219,Manager - Infrastructure & Platforms Grade 7-North West,3.68,Other,North West
1501,Department for Education,Department for Education,Financial Reporting,DFE-2454,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Financial Reporting SEO-North West,4.0,Other,North West
1502,Department for Education,Department for Education,Education Estates Strategy and Policy Unit,DFE-2072,EO - National,31479,31479,Executive Officer - Education Estates Strategy and Policy Unit EO-North East,0.72,Other,North East
1503,Department for Education,Department for Education,Early Years Sufficiency and Entitlements,DFE-2225,Grade 7 - National,58185,67219,Manager - Early Years Sufficiency and Entitlements Grade 7-North West,2.0,Other,North West
1504,Department for Education,Department for Education,Early Years Sufficiency and Entitlements,DFE-2225,HEO - National,36000,38229,Higher Executive Officer - Early Years Sufficiency and Entitlements HEO-North East,1.0,Other,North East
1505,Department for Education,Department for Education,"Payroll, Reward, Policies and ER",DFE-2527,Senior Executive Officer - National,42806,47047,"Senior Executive Officer - Payroll, Reward, Policies and ER SEO-North East",1.0,Other,North East
1506,Department for Education,Department for Education,Capital Delivery,DFE-2568,Grade 6 - National,70854,78241,Manager - Construction and External Technical Services Grade 6-North West,1.0,Other,North West
